p,epochs,checkpoint_epochs,lr,batch_size,hidden_size,embed_dim,train_frac,random_seed,device,weight_decay,exp_name,optimiser,loss,num_chains,num_draws,num_burnin
101,25000,500,0.005,16,48,12,0.4,0,cpu,0.0002,arithmetic_experiment_p=101_new,sgd,cross_entropy,3,500,100
