p,epochs,checkpoint_epochs,lr,batch_size,embed_dim,train_frac,random_seed,device,weight_decay,exp_name,optimiser,loss,num_chains,num_draws,num_burnin,activation,model_type,hidden_size,num_layers,nhead,dim_feedforward
53,100000,100,0.0001,128,1024,0.4,0,cuda,0.0001,run,adam,mse,3,500,100,quadratic,paper,48,1,2,128
