batch,train_loss,train_acc,val_loss,val_acc,llc
100,0.0018382100980986107,0.004357298474945534,0.0018382101042304366,0.0032678996936344037,3.063612461090088
200,0.0018382100923999031,0.003744553376906318,0.0018382100933458088,0.003313287189379326,3.0756194591522217
300,0.0018382100923999031,0.003710511982570806,0.0018382100933458088,0.0034948371723590153,3.081559658050537
400,0.0018382100923999031,0.00411900871459695,0.0018382100933458088,0.003653693407466243,3.0858821868896484
500,0.0018382100923999031,0.003574346405228758,0.0018382100933458088,0.0038806308861908546,3.078711986541748
600,0.0018382100923999031,0.00428921568627451,0.0018382100933458088,0.0031090434585271756,3.0896079540252686
700,0.0018382100923999031,0.003812636165577342,0.0018382100933458088,0.003608305911721321,3.0754497051239014
800,0.0018382100923999031,0.003812636165577342,0.0018382100933458088,0.003608305911721321,3.061676025390625
900,0.0018382100923999031,0.003812636165577342,0.0018382100933458088,0.003608305911721321,3.075127363204956
1000,0.0018382100923999031,0.003812636165577342,0.0018382100933458088,0.003608305911721321,3.0653159618377686
1100,0.0018382100923999031,0.003812636165577342,0.0018382100933458088,0.003608305911721321,3.084199905395508
1200,0.0018382100923999031,0.003812636165577342,0.0018382100933458088,0.003608305911721321,3.0687384605407715
1300,0.0018382100923999031,0.003812636165577342,0.0018382100933458088,0.003608305911721321,3.069690227508545
1400,0.0018382100923999031,0.003812636165577342,0.0018382100933458088,0.003608305911721321,3.07550311088562
1500,0.0018382100923999031,0.003812636165577342,0.0018382100933458088,0.003608305911721321,3.0746655464172363
1600,0.0018382100923999031,0.003812636165577342,0.0018382100933458088,0.003608305911721321,3.0612525939941406
1700,0.0018382100923999031,0.003540305010893246,0.0018382100933458088,0.0037217746510836264,3.080214500427246
1800,0.0018382100923999031,0.003846677559912854,0.0018382100933458088,0.0035402246681039374,3.0837485790252686
1900,0.0018382100923999031,0.00411900871459695,0.0018382100933458088,0.0034494496766140927,3.1001174449920654
2000,0.0018382100923999031,0.003880718954248366,0.0018382100933458088,0.0034494496766140927,3.079272985458374
2100,0.0018382100923999031,0.00428921568627451,0.0018382100933458088,0.003517530920231476,3.1277501583099365
2200,0.0018382100923999031,0.004765795206971677,0.0018382100933458088,0.002859412231930103,3.1132497787475586
2300,0.0018382100923999031,0.004221132897603486,0.0018382100933458088,0.0028367184840576423,3.0854363441467285
2400,0.0018382100923999031,0.004493464052287581,0.0018382100933458088,0.0025643935095881086,3.074319839477539
2500,0.0018382100923999031,0.004221132897603486,0.0018382100933458088,0.002972880971292409,3.0815658569335938
2600,0.0018382100923999031,0.00479983660130719,0.0018382100933458088,0.002950187223419948,3.080137252807617
2700,0.0018382100923999031,0.00428921568627451,0.0018382100933458088,0.002814024736185181,3.0873522758483887
2800,0.0018382100923999031,0.004629629629629629,0.0018382100933458088,0.0027005559968228754,3.0808048248291016
2900,0.0018382100923999031,0.004084967320261438,0.0018382100933458088,0.003154430954272098,3.0722861289978027
3000,0.0018382100923999031,0.004493464052287581,0.0018382100933458088,0.0029274934755474866,3.0720901489257812
3100,0.0018382100923999031,0.004493464052287581,0.0018382100933458088,0.0027005559968228754,3.076660633087158
3200,0.0018382100923999031,0.004629629629629629,0.0018382100933458088,0.0031090434585271756,3.0730175971984863
3300,0.0018382100923999031,0.00394880174291939,0.0018382100933458088,0.003154430954272098,3.0708847045898438
3400,0.0018382100923999031,0.004901960784313725,0.0018382100933458088,0.0032452059457619424,3.0726728439331055
3500,0.0018382100923999031,0.004833877995642701,0.0018382100933458088,0.0025416997617156473,3.0727362632751465
3600,0.0018382100923999031,0.004323257080610022,0.0018382100933458088,0.002950187223419948,3.07159423828125
3700,0.0018382100923999031,0.00428921568627451,0.0018382100933458088,0.003653693407466243,3.0947413444519043
3800,0.0018382100923999031,0.004221132897603486,0.0018382100933458088,0.003335980937251787,3.0781562328338623
3900,0.0018382100923999031,0.004221132897603486,0.0018382100933458088,0.0035629184159763987,3.0763919353485107
4000,0.0018382100923999031,0.0034041394335511985,0.0018382100933458088,0.0037671621468285486,3.0858962535858154
4100,0.0018382100923999031,0.004050925925925926,0.0018382100933458088,0.0034040621808691706,3.071317195892334
4200,0.0018382100923999031,0.004084967320261438,0.0018382100933458088,0.0034494496766140927,3.094557285308838
4300,0.0018382100923999031,0.004629629629629629,0.0018382100933458088,0.0038579371383183933,3.081563949584961
4400,0.0018382100923999031,0.004153050108932462,0.0018382100933458088,0.0035856121638488596,3.0691018104553223
4500,0.0018382100923999031,0.003846677559912854,0.0018382100933458088,0.003426755928741632,3.0777792930603027
4600,0.0018382100923999031,0.004221132897603486,0.0018382100933458088,0.0034040621808691706,3.0828518867492676
4700,0.0018382100923999031,0.00394880174291939,0.0018382100933458088,0.0033586746851242484,3.107443332672119
4800,0.0018382100923999031,0.004323257080610022,0.0018382100933458088,0.0034948371723590153,3.0937886238098145
4900,0.0018382100923999031,0.004221132897603486,0.0018382100933458088,0.003313287189379326,3.07258939743042
5000,0.0018382100923999031,0.004016884531590414,0.0018382100933458088,0.0032678996936344037,3.0840811729431152
5100,0.0018382100923999031,0.003914760348583878,0.0018382100933458088,0.003812549642573471,3.0795326232910156
5200,0.0018382100923999031,0.003710511982570806,0.0018382100933458088,0.0037444683989560877,3.0728814601898193
5300,0.0018382100923999031,0.00377859477124183,0.0018382100933458088,0.0034948371723590153,3.0973012447357178
5400,0.0018382100923999031,0.00428921568627451,0.0018382100933458088,0.003040962214909792,3.091991901397705
5500,0.0018382100923999031,0.004595588235294118,0.0018382100933458088,0.003313287189379326,3.0883426666259766
5600,0.0018382100923999031,0.004527505446623094,0.0018382100933458088,0.003290593441506865,3.0833957195281982
5700,0.0018382100923999031,0.004016884531590414,0.0018382100933458088,0.003517530920231476,3.0829014778137207
5800,0.0018382100923999031,0.004527505446623094,0.0018382100933458088,0.002972880971292409,3.071784496307373
5900,0.0018382100923999031,0.004391339869281046,0.0018382100933458088,0.003290593441506865,3.0981035232543945
6000,0.0018382100923999031,0.003846677559912854,0.0018382100933458088,0.003472143424486554,3.0792665481567383
6100,0.0018382100923999031,0.003914760348583878,0.0018382100933458088,0.0035402246681039374,3.078071117401123
6200,0.0018382100923999031,0.00394880174291939,0.0018382100933458088,0.0033586746851242484,3.0750818252563477
6300,0.0018382100923999031,0.004425381263616557,0.0018382100933458088,0.003335980937251787,3.0772504806518555
6400,0.0018382100923999031,0.004187091503267974,0.0018382100933458088,0.002972880971292409,3.068798065185547
6500,0.0018382100923999031,0.004391339869281046,0.0018382100933458088,0.0032452059457619424,3.08215594291687
6600,0.0018382100923999031,0.004391339869281046,0.0018382100933458088,0.0035402246681039374,3.064924716949463
6700,0.0018382100923999031,0.004391339869281046,0.0018382100933458088,0.003426755928741632,3.101409673690796
6800,0.0018382100923999031,0.0034041394335511985,0.0018382100933458088,0.003699080903211165,3.0758893489837646
6900,0.0018382100923999031,0.004731753812636166,0.0018382100933458088,0.0033586746851242484,3.1097207069396973
7000,0.0018382100923999031,0.00411900871459695,0.0018382100933458088,0.003335980937251787,3.0906386375427246
7100,0.0018382100923999031,0.00445942265795207,0.0018382100933458088,0.002859412231930103,3.0954158306121826
7200,0.0018382100923999031,0.0053104575163398695,0.0018382100933458088,0.0031090434585271756,3.0859174728393555
7300,0.0018382100923999031,0.00445942265795207,0.0018382100933458088,0.0034040621808691706,3.0792059898376465
7400,0.0018382100923999031,0.004187091503267974,0.0018382100933458088,0.003426755928741632,3.0806806087493896
7500,0.0018382100923999031,0.004255174291938998,0.0018382100933458088,0.0035629184159763987,3.066894054412842
7600,0.0018382100923999031,0.004391339869281046,0.0018382100933458088,0.00299557471916487,3.0720810890197754
7700,0.0018382100923999031,0.004527505446623094,0.0018382100933458088,0.0028821059798025644,3.079141139984131
7800,0.0018382100923999031,0.004391339869281046,0.0018382100933458088,0.0034494496766140927,3.0578877925872803
7900,0.0018382100923999031,0.004357298474945534,0.0018382100933458088,0.0035856121638488596,3.0751447677612305
8000,0.0018382100923999031,0.004595588235294118,0.0018382100933458088,0.0032678996936344037,3.065716505050659
8100,0.0018382100923999031,0.004187091503267974,0.0018382100933458088,0.002950187223419948,3.0779483318328857
8200,0.0018382100923999031,0.004187091503267974,0.0018382100933458088,0.003699080903211165,3.0927820205688477
8300,0.0018382100923999031,0.004629629629629629,0.0018382100933458088,0.003335980937251787,3.073146343231201
8400,0.0018382100923999031,0.004561546840958605,0.0018382100933458088,0.003290593441506865,3.072197914123535
8500,0.0018382100922968668,0.005140250544662309,0.0018382100932824033,0.0033813684329967093,3.083510398864746
8600,0.0018382100923999031,0.004697712418300653,0.0018382100933458088,0.0032678996936344037,3.0809879302978516
8700,0.0018382100923999031,0.004493464052287581,0.0018382100933458088,0.0028367184840576423,3.0765128135681152
8800,0.0018382100923999031,0.004867919389978214,0.0018382100933458088,0.002655168501077953,3.091867208480835
8900,0.0018382100923999031,0.004016884531590414,0.0018382100933458088,0.0031090434585271756,3.0735411643981934
9000,0.0018382100923999031,0.004221132897603486,0.0018382100933458088,0.003472143424486554,3.0697667598724365
9100,0.0018382100923999031,0.004493464052287581,0.0018382100933458088,0.00299557471916487,3.0710344314575195
9200,0.0018382100923999031,0.004153050108932462,0.0018382100933458088,0.0030636559627822534,3.073976516723633
9300,0.0018382100923999031,0.004765795206971677,0.0018382100933458088,0.003335980937251787,3.069016218185425
9400,0.0018382100923999031,0.004867919389978214,0.0018382100933458088,0.003313287189379326,3.0959668159484863
9500,0.0018382100923999031,0.004731753812636166,0.0018382100933458088,0.0033586746851242484,3.0855889320373535
9600,0.0018382100923999031,0.00428921568627451,0.0018382100933458088,0.0034040621808691706,3.0786681175231934
9700,0.0018382100923999031,0.004527505446623094,0.0018382100933458088,0.0030636559627822534,3.0778846740722656
9800,0.0018382100923999031,0.004323257080610022,0.0018382100933458088,0.003290593441506865,3.104618787765503
9900,0.0018382100923999031,0.004561546840958605,0.0018382100933458088,0.003154430954272098,3.0942983627319336
10000,0.0018382100923999031,0.0049700435729847494,0.0018382100933458088,0.002950187223419948,3.072190761566162
10100,0.0018382100923999031,0.00445942265795207,0.0018382100933458088,0.003131737206399637,3.0720460414886475
10200,0.0018382100923999031,0.004765795206971677,0.0018382100933458088,0.003472143424486554,3.0676162242889404
10300,0.0018382100923999031,0.005208333333333333,0.0018382100933458088,0.0030636559627822534,3.074253797531128
