training_step,train_loss,train_acc,val_loss,val_acc,llc
3200,0.009199839288523075,0.0854853072128228,0.00928548228576744,0.01482799525504152,2157.7294921875
6400,0.009125267849606482,0.21549421193232413,0.009299704631014968,0.011862396204033215,2165.44287109375
9600,0.009048238154484137,0.38824577025823687,0.009315110198945726,0.005931198102016607,2164.780517578125
12800,0.008967500733160218,0.553873552983081,0.009332778283051289,0.0035587188612099642,2168.082763671875
16000,0.00888015573905683,0.6580587711487088,0.009353594819121373,0.0017793594306049821,2179.82080078125
19200,0.008784727793011088,0.7524487978628673,0.009377765621159178,0.0017793594306049821,2170.28125
22400,0.008679591050456117,0.8227960819234195,0.009405973276249348,0.0011862396204033216,2161.80224609375
25600,0.008563751788546172,0.8780053428317008,0.009438720325721718,0.0005931198102016608,2181.846923828125
28800,0.008435506834329263,0.9180765805877115,0.009477864927142718,0.0005931198102016608,2186.76904296875
32000,0.008294715610758226,0.943900267141585,0.009524054322082412,0.0005931198102016608,2183.785400390625
35200,0.008140107711324285,0.9634906500445236,0.00957614905891381,0.0005931198102016608,2196.308349609375
38400,0.007973536917025875,0.9821905609973286,0.009636844228842647,0.0005931198102016608,2187.4013671875
41600,0.007794769494922854,0.9884238646482636,0.009705997551631177,0.0005931198102016608,2202.09130859375
44800,0.007604675680126925,0.993766696349065,0.009784122846671519,0.0005931198102016608,2223.121826171875
48000,0.007402165350856679,0.9946571682991986,0.0098705118967271,0.0,2218.3544921875
51200,0.007192738935557042,0.9973285841495992,0.00996752835043473,0.0,2228.0546875
54400,0.0069753567709729325,0.9982190560997328,0.010073103924853062,0.0,2238.17626953125
57600,0.00675277415296446,0.9991095280498664,0.01018672958977547,0.0005931198102016608,2241.170654296875
60800,0.006532450980330193,0.9991095280498664,0.010310942191665954,0.0011862396204033216,2262.823974609375
64000,0.00630803364150737,0.9991095280498664,0.010438651156369796,0.0011862396204033216,2260.20166015625
67200,0.006088096153352638,1.0,0.010576332516610304,0.0011862396204033216,2277.860107421875
70400,0.005870298525187471,1.0,0.010720591221009143,0.0011862396204033216,2293.86474609375
73600,0.005661216265507845,1.0,0.010876001227837087,0.0011862396204033216,2310.6640625
76800,0.005444965724611882,1.0,0.01101945453541064,0.0011862396204033216,2318.966796875
80000,0.005253545748972179,1.0,0.01118174233238521,0.0011862396204033216,2324.359375
83200,0.0050759820780905095,1.0,0.011351215417805092,0.0011862396204033216,2344.80126953125
86400,0.004900062647677182,1.0,0.011513088988902518,0.0017793594306049821,2342.4384765625
89600,0.004734831500154914,1.0,0.011679928959153972,0.0011862396204033216,2355.583740234375
92800,0.0045836553121033725,1.0,0.011849077664258252,0.002372479240806643,2366.000732421875
96000,0.004441150180905898,1.0,0.012009666553198019,0.002372479240806643,2363.9091796875
99200,0.0043247377005250645,1.0,0.012182021658306374,0.002372479240806643,2369.800537109375
102400,0.004229703808629608,1.0,0.012364774683329098,0.0035587188612099642,2387.127685546875
105600,0.004175734093150693,1.0,0.012569729693914506,0.004151838671411625,2405.028076171875
108800,0.004112144058465772,1.0,0.012756908421259934,0.004744958481613286,2398.3193359375
112000,0.004058471570896086,1.0,0.0129367899528593,0.006524317912218268,2420.29541015625
115200,0.0040275893422492175,1.0,0.013128159248434705,0.00771055753262159,2426.23876953125
118400,0.004002477954625288,1.0,0.01331176773798547,0.00771055753262159,2453.064453125
121600,0.003990589784299051,1.0,0.013493256796977769,0.00830367734282325,2457.860595703125
124800,0.0039888172730130084,1.0,0.013677271139340681,0.010676156583629894,2452.156005859375
128000,0.003997058706948549,1.0,0.01385222143390849,0.010676156583629894,2463.36181640625
131200,0.00402347200516137,1.0,0.01403785379623391,0.010676156583629894,2472.503662109375
134400,0.004042916915040274,1.0,0.014209287508456025,0.013048635824436536,2488.875
137600,0.004051545773361638,1.0,0.014363470505525316,0.013048635824436536,2493.7998046875
140800,0.00408363848914685,1.0,0.014526114445002937,0.01482799525504152,2488.64794921875
144000,0.004110165838921776,1.0,0.014675845596983516,0.0166073546856465,2493.1923828125
147200,0.004148274290649915,1.0,0.014828818362462528,0.01720047449584816,2481.326904296875
150400,0.004157711533026792,1.0,0.014951667284939884,0.01720047449584816,2507.23779296875
153600,0.004191092795170744,1.0,0.015087545710181638,0.017793594306049824,2513.41015625
156800,0.004214910025279621,1.0,0.01521323101367461,0.01720047449584816,2482.14013671875
160000,0.0042643474403748875,1.0,0.015355195544112125,0.020166073546856466,2522.3359375
163200,0.004298815252848189,1.0,0.015478741206352467,0.021352313167259787,2512.626708984375
166400,0.0043365991320245415,1.0,0.015597248045022766,0.023131672597864767,2513.6796875
169600,0.00437282091599598,1.0,0.015710154947109988,0.02372479240806643,2498.8974609375
172800,0.00440547562171958,1.0,0.01582084797115053,0.02431791221826809,2531.349365234375
176000,0.004443650437437681,1.0,0.015931994807801497,0.02491103202846975,2528.227783203125
179200,0.004476726973613431,1.0,0.016033051257084697,0.025504151838671413,2536.064208984375
182400,0.004524840337853756,1.0,0.0161482646872432,0.02609727164887307,2538.114501953125
185600,0.004543052659928135,1.0,0.016231155070483966,0.02609727164887307,2542.90869140625
188800,0.004578722963268841,1.0,0.016328118941475983,0.025504151838671413,2546.263671875
192000,0.004615943426704192,1.0,0.016423520133283746,0.025504151838671413,2535.41357421875
195200,0.004648382888894564,1.0,0.016509646136083883,0.02491103202846975,2567.0390625
198400,0.004689886148244421,1.0,0.01660124744782456,0.02609727164887307,2544.773681640625
201600,0.004717586600808021,1.0,0.016680046189068192,0.026690391459074734,2535.1865234375
