batch,train_loss,train_acc,val_loss,val_acc
250,3.7438652846019966,0.10089160018770531,5.108254613244139,0.00375234521575985
500,3.305356867321217,0.18066635382449553,5.9614107232305535,0.004377736085053158
750,3.0455376090073685,0.22196152041295167,6.575483354629763,0.005628517823639775
1000,2.890264688467879,0.25621773815110277,7.035351562157059,0.0050031269543464665
1250,2.764641293991009,0.2768653214453308,7.483407081440883,0.004690431519699813
1500,2.6584257386460486,0.3059596433599249,7.81640482817388,0.00375234521575985
1750,2.575847647003812,0.328015016424214,8.15983707437745,0.005628517823639775
2000,2.4998060195785015,0.34913186297512905,8.39641159692729,0.0050031269543464665
2250,2.444323808522934,0.3589863913655561,8.647671782034795,0.0075046904315197
2500,2.369504701654706,0.3843266072266541,8.849153589855662,0.005628517823639775
2750,2.3069591295972276,0.3833880807132802,9.036439621612532,0.006566604127579738
3000,2.2444055850059494,0.3984045049272642,9.194790597462221,0.0075046904315197
3250,2.1821258099114234,0.40403566400750823,9.282428451865595,0.0075046904315197
3500,2.127243988555937,0.41999061473486626,9.373462617420605,0.007817385866166354
3750,2.061786468571261,0.42092914124824027,9.410283249495942,0.010318949343339587
4000,2.0089931772861864,0.44626935710933835,9.512733554652774,0.010944340212632896
4250,1.9396915258975207,0.47489441576724545,9.559762344174343,0.01344590368980613
4500,1.8756292774470926,0.4777099953073674,9.516080655715545,0.0150093808630394
4750,1.790749937559446,0.4950727358047865,9.35579300171383,0.020637898686679174
5000,1.6934277151699486,0.5166588456123885,9.165546396090239,0.020637898686679174
5250,1.579062749917524,0.5499765368371656,8.895027849779845,0.025328330206378986
5500,1.4389238848841732,0.5931487564523698,8.614110898635518,0.029706066291432145
5750,1.283709001693969,0.6184889723134679,8.270946640914108,0.03689806128830519
6000,1.0997193217449501,0.6818395119662131,7.963523712572266,0.04440275171982489
6250,0.9383904500478147,0.7207883622712342,7.62181124062201,0.04971857410881801
6500,0.771232009335602,0.7916471140309713,7.371362790518794,0.06722951844903065
6750,0.6203282003444788,0.8418582824964805,7.025039358391864,0.0825515947467167
7000,0.45743157239142157,0.9005161895823557,6.6400113912341725,0.10631644777986242
7250,0.32030315566144646,0.9577663068981699,6.202286740197751,0.1344590368980613
7500,0.22304608931336617,0.9784138901923979,5.858393679436507,0.15447154471544716
7750,0.16422373888140082,0.988268418582825,5.434397627114628,0.17886178861788618
8000,0.12389351937692392,0.997184420459878,5.064544600567939,0.21106941838649157
8250,0.0979726366159187,0.998592210229939,4.701848694598697,0.23796122576610382
8500,0.07827449961919211,1.0,4.299583463950028,0.267667292057536
8750,0.07032031163058365,0.999061473486626,3.941626527065132,0.2948717948717949
9000,0.06168585231553826,0.999530736743313,3.6148500126975267,0.31801125703564725
9250,0.05802866012363913,1.0,3.2427488060841108,0.34552845528455284
9500,0.05455504466408755,0.999530736743313,2.919876642319101,0.3814884302689181
9750,0.05220194311721473,1.0,2.6253066753085363,0.41275797373358347
10000,0.04925700701314679,1.0,2.3806986016906975,0.4462163852407755
10250,0.04946173632191852,0.999061473486626,2.1465968354606195,0.4906191369606004
10500,0.04764967322317549,1.0,1.9511788369993879,0.5184490306441526
10750,0.04721629112983122,1.0,1.780360533440184,0.550656660412758
11000,0.04845922085353464,0.999530736743313,1.629350396186351,0.5859912445278299
11250,0.04453221356502033,1.0,1.4947631657998364,0.6097560975609756
11500,0.04508265713733732,1.0,1.3914470909993752,0.6238273921200751
11750,0.04333210042476237,1.0,1.266466019972517,0.6572858036272671
12000,0.04124982863297135,1.0,1.1513872955479705,0.6873045653533458
12250,0.03851566180923715,1.0,0.9981371495333196,0.7301438398999375
12500,0.036803095811918,1.0,0.8512310524717968,0.7732958098811757
12750,0.03401421732892003,1.0,0.6802524020395373,0.8180112570356473
13000,0.03409704564283796,1.0,0.5318241431631736,0.8683552220137586
13250,0.030575539130445025,1.0,0.42257591720153254,0.9024390243902439
13500,0.029080981863745636,1.0,0.32491015343343094,0.9390243902439024
13750,0.028950656806874857,1.0,0.2480566851305688,0.9615384615384616
14000,0.027654150068884036,1.0,0.1905748321549685,0.9721701063164477
14250,0.026180669936298598,1.0,0.1071858310209907,0.9915572232645403
14500,0.026236642607134177,1.0,0.07924738133691946,0.9984365228267668
14750,0.025858553660183914,1.0,0.06887287089944508,0.9996873045653534
15000,0.025509383986345245,1.0,0.06285059273910136,1.0
