p,epochs,checkpoint_epochs,lr,batch_size,hidden_size,embed_dim,train_frac,random_seed,device,weight_decay,exp_name,optimiser,loss,num_chains,num_draws,num_burnin,activation
277,25000,100,0.005,16,48,256,0.4,0,cuda,0.0002,sweep_p_embed/run_embed_dim=256_p=277,adam,mse,3,500,100,quadratic
