training_step,train_loss,train_acc,val_loss,val_acc,llc
20800,0.009106969625879003,0.25556544968833483,0.009299955431323318,0.010083036773428233,5193.25439453125
41600,0.008945666819160683,0.6705253784505788,0.009332208698096188,0.004151838671411625,5206.326171875
62400,0.008763719982038835,0.8753339269813001,0.009375979148364081,0.0011862396204033216,5207.77099609375
83200,0.008539624845580872,0.9581478183437222,0.009437633064063984,0.0005931198102016608,5220.06982421875
104000,0.008256939026250944,0.9884238646482636,0.009524337635822992,0.0005931198102016608,5259.9716796875
124800,0.00790498092130344,0.9991095280498664,0.009644036877829656,0.0,5255.43310546875
145600,0.007480720029057452,1.0,0.009800280829336967,0.0,5272.8115234375
166400,0.0069923115432269055,1.0,0.009995742659565075,0.0,5333.47021484375
187200,0.0064529742293378285,1.0,0.01022169275942876,0.0,5372.986328125
208000,0.005886848779181259,1.0,0.01046917455553708,0.0011862396204033216,5391.83984375
228800,0.005319211900297251,1.0,0.010727786018224798,0.0011862396204033216,5462.51904296875
249600,0.004794865103566212,1.0,0.010999654967134568,0.002372479240806643,5477.9951171875
270400,0.004330192374327582,1.0,0.011266814718246107,0.0035587188612099642,5534.78076171875
291200,0.003971629066165547,1.0,0.011543137606339416,0.005931198102016607,5603.07568359375
312000,0.003715311786622632,1.0,0.011816922854466424,0.00830367734282325,5617.181640625
332800,0.0035399491819930414,1.0,0.01206687902827324,0.01542111506524318,5675.0478515625
353600,0.003451536175482247,1.0,0.012309343543308008,0.020759193357058125,5702.640625
374400,0.003430761666827481,1.0,0.012537053302328145,0.027876631079478055,5716.9296875
395200,0.0034249234964900243,1.0,0.01271859376413984,0.03855278766310795,5750.67333984375
416000,0.00343450062488598,1.0,0.01286679543118398,0.051008303677342826,5750.30078125
436800,0.003461188071955556,1.0,0.012989018169040587,0.05931198102016608,5783.685546875
457600,0.003477807573265896,1.0,0.01307402100151102,0.07058125741399762,5798.802734375
478400,0.003495870755806247,1.0,0.013137518858022255,0.07354685646500593,5812.03076171875
499200,0.0035174245948597243,1.0,0.01318386597404188,0.08066429418742586,5822.52099609375
520000,0.003536457789046748,1.0,0.013211368745820396,0.08540925266903915,5816.95458984375
540800,0.0035572836661955155,1.0,0.013226521935276377,0.09430604982206406,5848.1142578125
561600,0.003580451852999435,1.0,0.013229998304483216,0.10320284697508897,5827.4892578125
582400,0.0036062051341823323,1.0,0.013228704689969867,0.1162514827995255,5831.3388671875
603200,0.0036138371333897857,1.0,0.01319962324467427,0.12930011862396204,5832.47021484375
624000,0.0036158601611185875,1.0,0.013157827206826542,0.13997627520759193,5822.71484375
644800,0.003634723053477167,1.0,0.013123038925853594,0.1494661921708185,5822.58349609375
665600,0.0036384918159313453,1.0,0.013067451955569402,0.16132858837485173,5828.27880859375
686400,0.0036284768699319206,1.0,0.012992204564666621,0.16844602609727166,5839.1318359375
707200,0.0036277442223882554,1.0,0.012919774757088344,0.1797153024911032,5810.6083984375
728000,0.0036205986318968812,1.0,0.012835465732316706,0.1915776986951364,5827.99169921875
748800,0.003624225515276791,1.0,0.012754804372438368,0.199288256227758,5824.72021484375
769600,0.0036154538747553487,1.0,0.012660734928273822,0.2117437722419929,5862.1865234375
790400,0.0036101688691833698,1.0,0.012560325516177914,0.22716488730723605,5854.59130859375
811200,0.003596589432403989,1.0,0.012448823970465227,0.2431791221826809,5814.40625
832000,0.0035843961950530858,1.0,0.012331100778426635,0.2680901542111507,5831.42724609375
852800,0.003569028834552767,1.0,0.012205195655462952,0.2930011862396204,5824.5361328125
873600,0.0035580111143385736,1.0,0.012078305364731139,0.3208778173190985,5838.8837890625
894400,0.0035509248438290422,1.0,0.01195023016322488,0.34816132858837484,5845.33203125
915200,0.003535589052924848,1.0,0.01180811535151651,0.3701067615658363,5824.1982421875
