training_step,train_loss,train_acc,val_loss,val_acc,llc
11200,0.009139125591984893,0.17898486197684774,0.009296186852753869,0.013641755634638196,3944.142578125
22400,0.009000196889580252,0.5031166518254675,0.009324768010730174,0.005338078291814947,3958.135498046875
33600,0.008843944055539949,0.7382012466607302,0.009361333291632955,0.0029655990510083037,3964.018310546875
44800,0.008659062269355236,0.8744434550311665,0.00940953507745464,0.0017793594306049821,3971.603515625
56000,0.008437376441176937,0.9536954585930543,0.009475031664345329,0.0005931198102016608,4009.047607421875
67200,0.008170827591289183,0.9795191451469278,0.009562185431873671,0.0005931198102016608,3999.609375
78400,0.007857722291210376,0.9964381121994658,0.009674978963389974,0.0005931198102016608,4005.7001953125
89600,0.007499808499063776,0.9991095280498664,0.009819144182004396,0.0005931198102016608,4049.819091796875
100800,0.007100348430084444,1.0,0.009992121047122694,0.0005931198102016608,4072.50927734375
112000,0.006673052694270336,1.0,0.010193905600900116,0.0005931198102016608,4087.703125
123200,0.006232636379043199,1.0,0.010423090511630262,0.0005931198102016608,4131.4033203125
134400,0.005789331340240124,1.0,0.010675327296668171,0.0005931198102016608,4136.13427734375
145600,0.005361889009857393,1.0,0.010949258408636243,0.0005931198102016608,4180.8720703125
156800,0.004965272095993174,1.0,0.011234284174757815,0.0017793594306049821,4235.54833984375
168000,0.004615894377808802,1.0,0.011539069046338188,0.0017793594306049821,4236.94921875
179200,0.004322516624728684,1.0,0.01185136067615833,0.0017793594306049821,4284.76171875
190400,0.004086241365732992,1.0,0.012173395756353686,0.004744958481613286,4311.181640625
201600,0.0039210822661295336,1.0,0.012505642451071938,0.005931198102016607,4336.77294921875
212800,0.003800885125294739,1.0,0.012826393819651605,0.00771055753262159,4371.8828125
224000,0.003734983225997441,1.0,0.01314575122205335,0.008896797153024912,4381.96484375
235200,0.00372504493995393,1.0,0.013470489641680235,0.011269276393831554,4418.02490234375
246400,0.0037486569778471257,1.0,0.01378524760204154,0.012455516014234875,4440.0830078125
257600,0.003774846532860587,1.0,0.01406570622743873,0.013641755634638196,4463.8974609375
268800,0.003807511784589102,1.0,0.014321878907620942,0.01601423487544484,4483.0419921875
280000,0.0038554270711137796,1.0,0.014566384836443626,0.018979833926453145,4486.501953125
291200,0.003908601849077009,1.0,0.014787590419509021,0.021352313167259787,4518.78466796875
302400,0.003978239331528783,1.0,0.015005556522390207,0.02372479240806643,4509.630859375
313600,0.004029608466591975,1.0,0.015195091626212479,0.02431791221826809,4524.04638671875
324800,0.004096696565038826,1.0,0.015384874167417928,0.026690391459074734,4528.732421875
336000,0.004157868120446138,1.0,0.015554691052831011,0.027283511269276393,4527.55810546875
347200,0.004211134847646657,1.0,0.015706687264170936,0.027876631079478055,4528.8125
358400,0.004270261567200427,1.0,0.015854643420829997,0.027876631079478055,4540.41357421875
369600,0.004329448327204861,1.0,0.015996552352525055,0.030249110320284697,4553.1064453125
380800,0.00437574838420819,1.0,0.016116301712501585,0.030249110320284697,4541.77783203125
392000,0.004437371124766389,1.0,0.016244462783495905,0.03143534994068802,4559.73046875
403200,0.004486526458591342,1.0,0.016356778335520027,0.03202846975088968,4563.548828125
414400,0.00453064475583372,1.0,0.016458052623694406,0.03440094899169632,4595.98095703125
425600,0.0045845408188734775,1.0,0.016561532066637828,0.036180308422301306,4595.982421875
436800,0.004635369603357088,1.0,0.016659843475775503,0.036180308422301306,4566.619140625
448000,0.004674622774097607,1.0,0.016742982479609984,0.036773428232502965,4586.6220703125
459200,0.004723353720272585,1.0,0.016829683502289784,0.03499406880189798,4584.013671875
470400,0.004766700630103597,1.0,0.016910362892595263,0.03558718861209965,4596.80224609375
481600,0.0047980126334339354,1.0,0.016974018290108632,0.03499406880189798,4614.9423828125
492800,0.004832160864390254,1.0,0.017038030881867748,0.03558718861209965,4595.078125
504000,0.004862870814947151,1.0,0.01709571670164152,0.03558718861209965,4594.181640625
515200,0.004892647611383657,1.0,0.01714884720285327,0.036180308422301306,4567.8837890625
526400,0.004918102544872546,1.0,0.017196511592349195,0.037366548042704624,4603.2138671875
537600,0.004942475805243184,1.0,0.017238579133651434,0.037366548042704624,4601.345703125
548800,0.00495987122825356,1.0,0.01727168805552547,0.037366548042704624,4564.5009765625
560000,0.0049785091948072666,1.0,0.017304918291831603,0.03795966785290629,4614.10009765625
571200,0.004991844549811613,1.0,0.017330753577216876,0.037366548042704624,4595.447265625
582400,0.005008470480606451,1.0,0.017356239174727974,0.03855278766310795,4591.6083984375
593600,0.005022286653488821,1.0,0.017377590920228163,0.03795966785290629,4564.79296875
604800,0.005033922003116044,1.0,0.017394389389336885,0.03914590747330961,4610.32958984375
616000,0.005045916939457797,1.0,0.017410197434449746,0.03855278766310795,4594.869140625
627200,0.005051414957079284,1.0,0.01741813746648857,0.03914590747330961,4600.1474609375
638400,0.005054180993419057,1.0,0.01742151853311387,0.03914590747330961,4599.189453125
649600,0.005057730903154038,1.0,0.01742437940084266,0.04033214709371293,4609.77783203125
660800,0.005056113722872649,1.0,0.017419835427734,0.04033214709371293,4614.3857421875
672000,0.005060192746983531,1.0,0.017418918073340842,0.04092526690391459,4587.546875
683200,0.0050567945205040096,1.0,0.017409065070485834,0.04151838671411625,4627.27294921875
694400,0.005048601881485641,1.0,0.017393154552270473,0.04151838671411625,4598.0361328125
705600,0.005042356677363334,1.0,0.017377166248181853,0.04151838671411625,4581.66650390625
716800,0.005036824878772932,1.0,0.01736071113550048,0.042111506524317915,4595.08056640625
728000,0.005028926913783233,1.0,0.017340224720139946,0.042111506524317915,4576.7763671875
739200,0.005019642666018736,1.0,0.017317425555738477,0.042111506524317915,4599.3837890625
750400,0.005009914921697823,1.0,0.017292733182677666,0.042111506524317915,4621.29296875
761600,0.004998864620535876,1.0,0.017264638276171924,0.042704626334519574,4594.4208984375
772800,0.004986631948142607,1.0,0.017234095727996116,0.04329774614472123,4605.783203125
784000,0.0049725626935338135,1.0,0.01720050751360869,0.045077105575326216,4595.9892578125
795200,0.004956985079498426,1.0,0.0171641518896576,0.045077105575326216,4589.67529296875
806400,0.004939813026702255,1.0,0.017125159837880027,0.046263345195729534,4576.763671875
817600,0.004926243816433559,1.0,0.017087822401628764,0.0468564650059312,4585.81005859375
828800,0.0049039274039458505,1.0,0.017041511049279822,0.0468564650059312,4614.2900390625
840000,0.0048883323473084585,1.0,0.016998734155588054,0.0468564650059312,4608.11279296875
851200,0.004869312883494878,1.0,0.016952694818479132,0.04744958481613286,4568.2412109375
862400,0.004847191937204752,1.0,0.01690212235877717,0.04804270462633452,4592.69482421875
873600,0.0048246907712170195,1.0,0.016849462604117033,0.04863582443653618,4579.3603515625
884800,0.004805889363771343,1.0,0.01679804268064395,0.0498220640569395,4582.4287109375
896000,0.0047825333697162405,1.0,0.016742280411532907,0.0498220640569395,4578.4794921875
907200,0.004759233750117642,1.0,0.0166844820663386,0.05041518386714116,4592.94921875
918400,0.0047394345893474,1.0,0.016628603128360613,0.05041518386714116,4589.28662109375
929600,0.0047150773070056,1.0,0.016566261108346008,0.051601423487544484,4561.626953125
940800,0.004688394609639688,1.0,0.016500833011226793,0.05338078291814947,4568.1318359375
952000,0.004663401930190735,1.0,0.01643517379806966,0.05575326215895611,4539.90234375
963200,0.004638254669439363,1.0,0.016367361019116917,0.05634638196915777,4577.232421875
974400,0.004610390869696572,1.0,0.016295665049260374,0.05753262158956109,4564.50732421875
985600,0.004587742613623531,1.0,0.016226415422967107,0.05871886120996441,4548.748046875
996800,0.004557732464488553,1.0,0.016149161289051653,0.059905100830367736,4581.0322265625
1008000,0.004532857266033296,1.0,0.016074978237174017,0.06109134045077105,4575.5947265625
1019200,0.00450580590922893,1.0,0.015997112807646516,0.06168446026097272,4575.71044921875
1030400,0.00448150639501023,1.0,0.01591978256932039,0.06287069988137604,4573.7802734375
1041600,0.004453141299488548,1.0,0.01583663326459423,0.06465005931198102,4565.25439453125
1052800,0.00442870761179104,1.0,0.015755116264529145,0.06761565836298933,4581.6357421875
1064000,0.004400080621809775,1.0,0.01566741000452164,0.06998813760379596,4538.71630859375
1075200,0.004371905708909433,1.0,0.01557900608723822,0.07176749703440095,4551.4658203125
1086400,0.004344877157068396,1.0,0.015488996470406705,0.07413997627520759,4549.8427734375
1097600,0.004317206531292025,1.0,0.01539683955349249,0.07947805456702253,4561.33349609375
1108800,0.004292967076598271,1.0,0.015305532051376282,0.0830367734282325,4550.76171875
1120000,0.004265796242220425,1.0,0.01520967908139525,0.08718861209964412,4537.03125
1131200,0.0042423546631038455,1.0,0.01511449240808721,0.09193357058125741,4561.279296875
1142400,0.004218296010631036,1.0,0.01501805956827859,0.09608540925266904,4555.31591796875
1153600,0.004193805124550951,1.0,0.014917931804479865,0.10142348754448399,4543.7685546875
1164800,0.004170625209343933,1.0,0.014818140838078687,0.10676156583629894,4539.533203125
1176000,0.004147931706584917,1.0,0.014715840341799482,0.1132858837485172,4541.95556640625
1187200,0.00412984515514593,1.0,0.014616356256129585,0.11981020166073547,4548.501953125
1198400,0.004102457058056194,1.0,0.014506140444317252,0.1257413997627521,4553.91015625
1209600,0.00409013988493294,1.0,0.014408089171361492,0.134638196915777,4540.912109375
1220800,0.004071539362439701,1.0,0.014301714902215617,0.13997627520759193,4535.3134765625
1232000,0.004049995020927591,1.0,0.014189786305330685,0.14709371293001186,4522.2578125
1243200,0.004033028442936743,1.0,0.01408160558248807,0.15599051008303677,4545.1630859375
1254400,0.004022353121435281,1.0,0.013976451187380197,0.16725978647686832,4517.740234375
1265600,0.004005697635454412,1.0,0.013864669467135823,0.1785290628706999,4526.39990234375
1276800,0.003991491575530487,1.0,0.013752450149015811,0.19217081850533807,4513.994140625
1288000,0.0039845575393573154,1.0,0.013645045181972772,0.20106761565836298,4527.177734375
1299200,0.003968840601579523,1.0,0.01352669785245546,0.2111506524317912,4529.984375
1310400,0.0039623589306748,1.0,0.013417253871741102,0.22835112692763937,4485.5673828125
1321600,0.00395079617693735,1.0,0.013299448389122495,0.2431791221826809,4525.4365234375
1332800,0.0039422970975459765,1.0,0.013182238805464614,0.2627520759193357,4506.4794921875
1344000,0.003937739902113764,1.0,0.013068394520853604,0.2752075919335706,4496.748046875
1355200,0.0039328376605828105,1.0,0.012950684859506865,0.28944246737841045,4510.6806640625
1366400,0.0039311746213724465,1.0,0.0128346344628421,0.304270462633452,4508.87451171875
1377600,0.003932880952154831,1.0,0.012720239606949978,0.3274021352313167,4471.798828125
1388800,0.0039301018907754075,1.0,0.01259953192488234,0.3446026097271649,4484.42822265625
1400000,0.0039274577648094455,1.0,0.012476942266645806,0.3695136417556346,4492.11669921875
1411200,0.0039272917416328205,1.0,0.012353773838105752,0.39383155397390274,4493.98828125
1422400,0.0039333763278569635,1.0,0.01223606137229596,0.41637010676156583,4515.30859375
1433600,0.003939321889514675,1.0,0.012116781797167245,0.43831553973902726,4458.357421875
1444800,0.003944003112358725,1.0,0.01199242420724349,0.4620403321470937,4475.2412109375
1456000,0.003950526655252727,1.0,0.011868782755493464,0.4928825622775801,4481.5322265625
1467200,0.0039564254878209915,1.0,0.01174315249669992,0.5183867141162515,4497.54248046875
1478400,0.003970641005479085,1.0,0.011623523974722673,0.5391459074733096,4493.33203125
1489600,0.003982636985723145,1.0,0.011499577351599437,0.5587188612099644,4472.48779296875
1500800,0.003997189696888147,1.0,0.011376656883275788,0.5842230130486358,4460.1552734375
1512000,0.004008124115978859,1.0,0.01124898062699639,0.6198102016607354,4432.48291015625
1523200,0.004024488080578225,1.0,0.011123518624386064,0.6506524317912218,4476.30810546875
1534400,0.004043187433563485,1.0,0.010998941097057216,0.66785290628707,4481.9921875
1545600,0.0040616254050214965,1.0,0.010872695580663984,0.6957295373665481,4458.35498046875
