p,epochs,checkpoint_epochs,lr,batch_size,hidden_size,embed_dim,train_frac,random_seed,device,weight_decay,exp_name,optimiser,loss,num_chains,num_draws,num_burnin,activation
53,25000,100,0.001,128,48,1024,0.4,0,cuda,1e-05,sweep/run_batch_size=128_lr=0.001_weight_decay=1e-05,adam,mse,3,500,100,quadratic
