batch,train_loss,train_acc,val_loss,val_acc,llc
250,3.630053986886587,0.1220084467386203,5.311877811827311,0.0018761726078799,17.893442153930664
500,3.108372790510808,0.2243078366963866,6.261028069231643,0.0034396497811131,20.870336532592773
750,2.7482531220350173,0.2909432191459408,7.171850295403065,0.0043777360850531,23.80623435974121
1000,2.4949683527877804,0.348193336461755,7.8993518251490045,0.0034396497811131,25.786428451538086
1250,2.289601221811752,0.3932426091037072,8.428685386500335,0.0046904315196998,27.4184513092041
1500,2.137516956388293,0.4246832473017363,8.881154823645232,0.0068792995622263,28.19432830810547
1750,1.9911036385019607,0.4561238854997653,9.356081534484591,0.0065666041275797,28.921524047851562
2000,1.8596487431688624,0.4870952604411074,9.699580355637648,0.0090681676047529,30.610261917114258
2250,1.7432871730958823,0.5358986391365556,10.046542439002865,0.0093808630393996,32.3326416015625
2500,1.6376999808590753,0.5452839042702956,10.403670459399798,0.0131332082551594,32.9482421875
2750,1.553350360045292,0.5725011731581418,10.679006701426172,0.0140712945590994,33.24124526977539
3000,1.464296511973371,0.6001877053026748,10.990740792323754,0.0128205128205128,33.8808479309082
3250,1.4021487859661084,0.6053496011262318,11.323439594052424,0.015322076297686,35.55238342285156
3500,1.328697238186549,0.640544345377757,11.588042823318215,0.0181363352095059,35.47438049316406
3750,1.2608814119944003,0.659784138901924,11.826609121153297,0.0203252032520325,36.1682243347168
4000,1.2155662973713606,0.66823087752229,12.135647263515944,0.0193871169480925,36.19071960449219
4250,1.1573154799706786,0.6719849835757861,12.33372093800717,0.0212632895559724,36.864444732666016
4500,1.102823427199017,0.6968559361801971,12.57276547075776,0.0231394621638524,37.659297943115234
4750,1.0565106697651614,0.7095260441107462,12.840754305878768,0.023452157598499,38.64168930053711
5000,1.0042741500521322,0.7315814171750352,13.006705500702116,0.0237648530331457,39.148311614990234
5250,0.949657734795237,0.7376818395119662,13.233228101152138,0.0228267667292057,39.98509979248047
5500,0.9190969108501328,0.7508212106992023,13.39245104984963,0.0256410256410256,40.00810241699219
5750,0.8692240151041432,0.7663068981698733,13.60925415856118,0.0250156347717323,40.77156066894531
6000,0.8110301643037279,0.7864852182074143,13.741724648693245,0.0265791119449656,41.50277328491211
6250,0.7570608276219793,0.8038479587048334,13.948136455504688,0.0268918073796122,41.25876998901367
6500,0.7125420324369909,0.8141717503519474,14.17469779741318,0.0297060662914321,42.42570877075195
6750,0.6904787844704016,0.8085405912717034,14.37894624695357,0.0265791119449656,42.564186096191406
